Date,Type,Treatment,Replicate,Replicate_color,Temperature_bucket_C,Salinity,DO_mg_l,Temperature_spec_C,TA_(mmol/kgSW),TCO2_(mmol/kgSW),pH,pH_out_TA_DIC,fCO2_out_(matm)_TA_DIC,pCO2_out_(matm)_TA_DIC,HCO3_out_(mmol/kgSW)_TA_DIC,CO3_out_(mmol/kgSW)_TA_DIC,CO2_out_(mmol/kgSW)_TA_DIC,B_Alk_out_(mmol/kgSW)_TA_DIC,OH_out_(mmol/kgSW)_TA_DIC,P_Alk_out_(mmol/kgSW)_TA_DIC,Si_Alk_out_(mmol/kgSW)_TA_DIC,Revelle_out_TA_DIC,WCa_out_TA_DIC,WAr_out_TA_DIC,xCO2_out_(dry_at_1_atm)_(ppm)_TA_DIC,_,pH_out_TA_pH,fCO2_out_(matm)_TA_pH,pCO2_out_(matm)_TA_pH,HCO3_out_(mmol/kgSW)_TA_pH,CO3_out_(mmol/kgSW)_TA_pH,CO2_out_(mmol/kgSW)_TA_pH,B_Alk_out_(mmol/kgSW)_TA_pH,OH_out_(mmol/kgSW)_TA_pH,P_Alk_out_(mmol/kgSW)_TA_pH,Si_Alk_out_(mmol/kgSW)_TA_pH,Revelle_out_TA_pH,WCa_out_TA_pH,WAr_out_TA_pH,xCO2_out_(dry_at_1_atm)_(ppm)_TA_pH,_,pH_out_DIC_pH,fCO2_out_(matm)_DIC_pH,pCO2_out_(matm)_DIC_pH,HCO3_out_(mmol/kgSW)_DIC_pH,CO3_out_(mmol/kgSW)_DIC_pH,CO2_out_(mmol/kgSW)_DIC_pH,B_Alk_out_(mmol/kgSW)_DIC_pH,OH_out_(mmol/kgSW)_DIC_pH,P_Alk_out_(mmol/kgSW)_DIC_pH,Si_Alk_out_(mmol/kgSW)_DIC_pH,Revelle_out_DIC_pH,WCa_out_DIC_pH,WAr_out_DIC_pH,xCO2_out_(dry_at_1_atm)_(ppm)_DIC_pH
3/16/2023,Adults,8,A,,16.5,26.78,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2023,Adults,8,B,,16.5,26.66,9.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2023,Adults,8,C,,16.5,26.73,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2023,Adults,8,D,,16.3,26.67,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2023,Adults,8,E,,16.4,26.71,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2023,Adults,8,F,,16.4,26.75,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2023,Adults,7,A,,16.4,26.66,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2023,Adults,7,B,,16.5,26.63,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2023,Adults,7,C,,16.4,26.74,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2023,Adults,7,D,,16.5,26.76,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2023,Adults,7,E,,16.4,26.75,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2023,Adults,7,F,,16.4,26.75,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,7.5,A,,16.4,26.66,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,7.5,B,,16.4,26.68,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,7.5,C,,16.5,26.16,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,7.5,D,,16.3,26.72,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,7.5,E,,16.4,26.72,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,7.5,F,,16.3,26.72,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,8,A,,16.3,26.69,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,8,B,,16.4,26.68,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,8,C,,16.3,26.68,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,8,D,,16.2,26.73,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,8,E,,16.3,26.63,9.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,8,F,,16.2,26.73,9.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,7,A,,16.4,26.57,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,7,B,,16.4,26.67,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,7,C,,16.3,26.65,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,7,D,,16.3,26.7,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,7,E,,16.3,26.71,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2023,Adults,7,F,,16.3,26.73,9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,7.5,A,,16.4,26.66,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,7.5,B,,16.4,26.65,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,7.5,C,,16.5,26.53,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,7.5,D,,16.2,26.68,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,7.5,E,,16.2,26.63,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,7.5,F,,16.1,26.66,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,8,A,,16.2,26.64,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,8,B,,16.3,26.73,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,8,C,,16.3,26.65,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,8,D,,16,26.66,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,8,E,,16.2,26.61,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,8,F,,16,26.66,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,7,A,,16.3,26.74,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,7,B,,16.3,26.63,9.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,7,C,,16.2,26.5,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,7,D,,16.3,26.31,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,7,E,,16.1,26.51,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,Adults,7,F,,16.2,26.57,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,7.5,A,,16,26.31,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,7.5,B,,16,26.31,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,7.5,C,,16,26.4,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,7.5,D,,15.8,26.35,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,7.5,E,,15.9,26.34,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,7.5,F,,15.9,26.73,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,8,A,,15.9,26.27,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,8,B,,16,26.27,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,8,C,,16,26.23,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,8,D,,15.8,26.31,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,8,E,,15.9,26.3,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,8,F,,15.8,26.33,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,7,A,,15.9,26.34,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,7,B,,16,26.31,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,7,C,,15.8,26.33,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,7,D,,16,26.32,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,7,E,,15.9,26.32,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2023,Adults,7,F,,15.8,26.34,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,7.5,A,,16.2,26.06,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,7.5,B,,16.3,26.06,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,7.5,C,,16.2,25.99,9.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,7.5,D,,16.2,26.14,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,7.5,E,,16.2,26.12,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,7.5,F,,16.2,26.13,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,8,A,,16.2,26.04,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,8,B,,16.2,26.01,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,8,C,,16.2,25.22,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,8,D,,16.1,26.06,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,8,E,,16.2,26.1,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,8,F,,16.1,26.11,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,7,A,,16.2,26.04,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,7,B,,16.2,26.06,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,7,C,,16.2,26.07,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,7,D,,16.2,26.05,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,7,E,,16.2,26.09,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,Adults,7,F,,16.2,26.14,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2023,Adults,7.5,A,,16.4,25.63,9.49,22.91,1922.34,,7.7403,,,,,,,,,,,,,,,,7.833,616.3,618.5,1738.4,74.8,23.3,32.9,1.6,0,0,16.206,1.89,1.19,629.9,,,,,,,,,,,,,,,
3/21/2023,Adults,7.5,B,,16.4,25.78,9.54,22.93,1918.33,,7.7239,,,,,,,,,,,,,,,,7.817,640.1,642.4,1740.1,72.4,24.2,32,1.5,0,0,16.402,1.83,1.15,654.3,,,,,,,,,,,,,,,
3/21/2023,Adults,7.5,C,,16.3,25.72,9.46,22.92,1915.85,,7.7345,,,,,,,,,,,,,,,,7.829,620.1,622.3,1734.2,73.8,23.5,32.6,1.6,0,0,16.259,1.87,1.17,633.8,,,,,,,,,,,,,,,
3/21/2023,Adults,7.5,D,,16.3,25.68,9.53,22.98,1914.96,,7.7482,,,,,,,,,,,,,,,,7.844,597.1,599.3,1727.8,76,22.7,33.6,1.6,0,0,16.037,1.92,1.2,610.3,,,,,,,,,,,,,,,
3/21/2023,Adults,7.5,E,,16.3,25.69,9.7,23,1916.02,,7.7565,,,,,,,,,,,,,,,,7.853,584.2,586.3,1725.3,77.4,22.2,34.2,1.6,0,0,15.896,1.96,1.23,597.1,,,,,,,,,,,,,,,
3/21/2023,Adults,7.5,F,,16.3,25.69,9.61,22.95,1916.36,,7.7498,,,,,,,,,,,,,,,,7.845,595.7,597.8,1728.6,76.2,22.6,33.7,1.6,0,0,16.017,1.93,1.21,608.8,,,,,,,,,,,,,,,
3/21/2023,Adults,8,A,,16.3,25.66,9.48,22.97,1916.12,,7.9075,,,,,,,,,,,,,,,,8.007,393.3,394.7,1655.6,105.9,14.9,46.5,2.3,0,0,13.425,2.68,1.68,401.9,,,,,,,,,,,,,,,
3/21/2023,Adults,8,B,,16.3,25.75,9.57,22.95,1919.75,,7.8384,,,,,,,,,,,,,,,,7.936,473,474.7,1692.8,92.2,17.9,40.6,2,0,0,14.536,2.33,1.46,483.4,,,,,,,,,,,,,,,
3/21/2023,Adults,8,C,,16.4,25.47,9.59,22.93,1921,,7.8397,,,,,,,,,,,,,,,,7.935,475.6,477.3,1695.3,91.8,18,40.1,2,0,0,14.611,2.33,1.46,486.1,,,,,,,,,,,,,,,
3/21/2023,Adults,8,D,,16.1,25.6,9.66,22.9,1915.89,,7.8827,,,,,,,,,,,,,,,,7.983,418,419.5,1669.2,100.2,16,44.1,2.2,0,0,13.867,2.54,1.59,427.1,,,,,,,,,,,,,,,
3/21/2023,Adults,8,E,,16.3,25.8,9.64,22.89,1913.12,,7.8789,,,,,,,,,,,,,,,,7.976,424.2,425.7,1667.2,99.8,16.1,44.1,2.2,0,0,13.855,2.52,1.58,433.5,,,,,,,,,,,,,,,
3/21/2023,Adults,8,F,,16.2,25.74,9.68,22.96,1914.44,,7.8711,,,,,,,,,,,,,,,,7.971,430.8,432.3,1672.2,98.3,16.4,43.4,2.1,0,0,13.992,2.49,1.56,440.2,,,,,,,,,,,,,,,
3/21/2023,Adults,7,A,,16.4,25.73,9.51,22.84,1918.23,,7.5579,,,,,,,,,,,,,,,,7.644,984.1,987.6,1795,50,37.2,22.2,1,0,0,18.528,1.27,0.79,1005.8,,,,,,,,,,,,,,,
3/21/2023,Adults,7,B,,16.3,25.71,9.5,22.92,1914.07,,7.6265,,,,,,,,,,,,,,,,7.717,818.7,821.6,1770.6,58.2,31.1,25.9,1.2,0,0,17.818,1.47,0.92,836.7,,,,,,,,,,,,,,,
3/21/2023,Adults,7,C,,16.3,25.68,9.63,22.95,1913.48,,7.5321,,,,,,,,,,,,,,,,7.62,1041.2,1044.9,1797.3,47.1,39.5,21,1,0,0,18.718,1.19,0.75,1064,,,,,,,,,,,,,,,
3/21/2023,Adults,7,D,,16.4,25.68,9.36,23,1920.55,,7.7215,,,,,,,,,,,,,,,,7.815,644,646.3,1743.2,72,24.4,31.7,1.5,0,0,16.464,1.82,1.14,658.2,,,,,,,,,,,,,,,
3/21/2023,Adults,7,E,,16.3,25.72,9.62,22.87,1910.96,,7.5233,,,,,,,,,,,,,,,,7.609,1065.6,1069.4,1797.3,46.1,40.4,20.6,0.9,0,0,18.76,1.17,0.73,1089,,,,,,,,,,,,,,,
3/21/2023,Adults,7,F,,16.3,25.72,9.47,22.82,1915.2,,7.5947,,,,,,,,,,,,,,,,7.683,891.7,894.9,1781.8,54.1,33.8,24.1,1.1,0,0,18.195,1.37,0.86,911.3,,,,,,,,,,,,,,,
3/22/2023,Adults,7.5,A,,15.5,26.08,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,7.5,B,,16.2,25.99,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,7.5,C,,16.2,25.98,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,7.5,D,,16.2,25.97,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,7.5,E,,16.2,25.95,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,7.5,F,,16.1,26.02,9.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,8,A,,16.2,26.09,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,8,B,,16,25.95,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,8,C,,16.1,25.71,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,8,D,,16.2,25.71,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,8,E,,16.2,25.89,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,8,F,,16.2,25.97,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,7,A,,16.2,25.93,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,7,B,,16.1,25.98,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,7,C,,16.2,26,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,7,D,,16.1,25.93,9.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,7,E,,16.2,25.83,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2023,Adults,7,F,,16.2,25.85,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,7.5,A,,16.4,26.47,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,7.5,B,,16.4,26.49,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,7.5,C,,16.4,26.38,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,7.5,D,,16.4,26.47,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,7.5,E,,16.4,26.42,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,7.5,F,,16.4,26.46,9.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,8,A,,16.4,26.34,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,8,B,,16.3,26.41,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,8,C,,16.3,26.44,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,8,D,,16.3,26.48,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,8,E,,16.4,26.42,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,8,F,,16.3,26.44,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,7,A,,16.4,26.45,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,7,B,,16.4,26.46,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,7,C,,16.4,26.46,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,7,D,,16.4,26.44,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,7,E,,16.4,26.46,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2023,Adults,7,F,,16.4,26.45,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,7.5,A,,16.3,26.61,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,7.5,B,,16.3,26.61,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,7.5,C,,16.3,26.58,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,7.5,D,,16.3,26.64,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,7.5,E,,16.3,26,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,7.5,F,,16.3,26.61,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,8,A,,16.2,26.36,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,8,B,,16.2,26.45,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,8,C,,16.2,26.64,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,8,D,,16.2,26.63,9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,8,E,,16.3,26.56,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,8,F,,16.3,26.54,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,7,A,,16.3,26.49,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,7,B,,16.3,26.65,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,7,C,,16.2,26.66,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,7,D,,16.3,26.61,9.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,7,E,,16.3,26.49,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,Adults,7,F,,16.3,26.65,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2023,Adults,7.5,A,,16.2,26.74,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2023,Adults,7.5,B,,16.2,26.62,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2023,Adults,7.5,C,,16.2,26.61,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
