Date_sampled,pH,Tank_Replicate,pH_Replicate,Shell_length_mm,New_tin_ID,Shell_Tin_ID,Shell_Tin_Weight_g,Dry_Shell_Tin_Weight_g,Dry_Shell_weight_g,Tissue_Tin_ID,Tissue_Tin_Weight_g,Dry_Tissue_Tin_Weight_g,Dry_Tissue_weight_g,Gonad_Tin_ID,Gonad_stage,Gonad_Tin_Weight_g,Dry_Gonad_Tin_Weight_g,Dry_Gonad_weight_g,Gonad_Index_Gonad:Soma,Whole_animal_dry_weight_g,Condition_index_drywtRatio_Walne1976,Shell_ash_weight_g_with_tin,Tissue_ash_weight_with_g_tin,Gonad_ash_weight_g_with_tin,Total_ash_weight_g_with_tin,TotalAFDW_g,Condition_index_TotalADFW_div_length,notes,,,,,About data...,,
12/2/2021,7.5,D,7.5_D,12.1,55,5B7,1.2713,1.366,0.0947,5B7,0.4093,0.4232,0.0139,NA,NA,NA,NA,NA,NA,0.1086,14.67793031,NA,NA,NA,0.5068,0.0111,0.917355372,used for dry weights and condition only,,,,,,,
12/2/2021,7.5,D,7.5_D,11.6,56,5B8,1.2583,1.3434,0.0851,5B8,0.4143,0.4227,0.0084,NA,NA,NA,NA,NA,NA,0.0935,9.870740306,NA,NA,NA,0.5011,0.0067,0.577586207,used for dry weights and condition only,,,,,,,
12/2/2021,7.5,D,7.5_D,10.1,57,5B9,1.2698,1.3343,0.0645,5B9,0.4108,0.4195,0.0087,NA,NA,NA,NA,NA,NA,0.0732,13.48837209,NA,NA,NA,0.4773,0.0067,0.663366337,used for dry weights and condition only,,,,,,,
12/2/2021,7.5,D,7.5_D,5.3,58,5B10,1.2835,1.2913,0.0078,5B10,0.4103,0.4103,0,NA,NA,NA,NA,NA,NA,0.0078,0,NA,NA,NA,0.4185,-0.0004,-0.075471698,"used for dry weights and condition only, zero (dry tissue - tin)",,,,,,,
12/2/2021,7.5,D,7.5_D,5,59,5B11,1.2604,1.2678,0.0074,5B11,0.4154,0.4156,0.0002,NA,NA,NA,NA,NA,NA,0.0076,2.702702703,NA,NA,NA,0.4233,-0.0003,-0.06,used for dry weights and condition only,,,,,,,
12/2/2021,7.5,D,7.5_D,5.3,60,5B12,1.2715,1.2781,0.0066,5B12,0.4098,0.41,0.0002,NA,NA,NA,NA,NA,NA,0.0068,3.03030303,NA,NA,NA,0.4174,-0.0008,-0.150943396,used for dry weights and condition only,,,,,,,
12/2/2021,8,D,8_D,21.1,61,5C1,1.295,1.7794,0.4844,5C1,0.4142,0.4787,0.0645,NA,NA,NA,NA,NA,NA,0.5489,13.31544178,NA,NA,NA,0.9076,0.0555,2.630331754,used for dry weights and condition only,,,,,,,
12/2/2021,8,D,8_D,18.9,62,5C2,1.2826,1.6073,0.3247,5C2,0.4135,0.4613,0.0478,NA,NA,NA,NA,NA,NA,0.3725,14.72128118,NA,NA,NA,0.7456,0.0404,2.137566138,used for dry weights and condition only,,,,,,,
12/2/2021,7.5,B,7.5_B,19.9,63,5C3,1.2687,1.7073,0.4386,5C3,0.4116,0.4725,0.0609,NA,NA,NA,NA,NA,NA,0.4995,13.88508892,NA,NA,NA,0.8589,0.0522,2.623115578,used for dry weights and condition only,,,,,,,
12/2/2021,7.5,B,7.5_B,19.7,64,5C4,1.2883,1.783,0.4947,5C4,0.4073,0.4677,0.0604,NA,NA,NA,NA,NA,NA,0.5551,12.20941985,NA,NA,NA,0.9099,0.0525,2.664974619,used for dry weights and condition only,,,,,,,
12/2/2021,7.5,B,7.5_B,11.3,65,5C5,1.273,1.361,0.088,5C5,0.4103,0.423,0.0127,NA,NA,NA,NA,NA,NA,0.1007,14.43181818,NA,NA,NA,0.5007,0.0103,0.911504425,used for dry weights and condition only,,,,,,,
12/2/2021,7.5,B,7.5_B,13,66,5C6,1.2778,1.4138,0.136,5C6,0.4149,0.4306,0.0157,NA,NA,NA,NA,NA,NA,0.1517,11.54411765,NA,NA,NA,0.5538,0.0128,0.984615385,used for dry weights and condition only,,,,,,,
12/2/2021,7.5,B,7.5_B,11.3,67,5C7,1.2646,1.3642,0.0996,5C7,0.4176,0.4297,0.0121,NA,NA,NA,NA,NA,NA,0.1117,12.14859438,NA,NA,NA,0.518,0.0113,1,used for dry weights and condition only,,,,,,,
12/2/2021,7.5,B,7.5_B,11.3,68,5C8,1.2668,1.3404,0.0736,5C8,0.4175,0.427,0.0095,NA,NA,NA,NA,NA,NA,0.0831,12.9076087,NA,NA,NA,0.4928,0.0078,0.690265487,used for dry weights and condition only,,,,,,,
12/2/2021,7.5,B,7.5_B,5.5,69,5C9,1.2638,1.2716,0.0078,5C9,0.4164,0.4168,0.0004,NA,NA,NA,NA,NA,NA,0.0082,5.128205128,NA,NA,NA,0.4242,0.0004,0.072727273,used for dry weights and condition only,,,,,,,
12/2/2021,7.5,B,7.5_B,5.5,70,5C10,1.2725,1.2833,0.0108,5C10,0.4146,0.4154,0.0008,NA,NA,NA,NA,NA,NA,0.0116,7.407407407,NA,NA,NA,0.4253,0.0009,0.163636364,used for dry weights and condition only,,,,,,,
12/2/2021,7.5,B,7.5_B,5.5,71,5C11,1.2659,1.276,0.0101,5C11,0.4123,0.4133,0.001,NA,NA,NA,NA,NA,NA,0.0111,9.900990099,NA,NA,NA,NA,NA,NA,error - dropped,,,,,,,
12/2/2021,7.5,B,7.5_B,16.8,72,5C12,1.2658,1.532,0.2662,5C12,0.4156,0.4485,0.0329,NA,NA,NA,NA,NA,NA,0.2991,12.35912847,NA,NA,NA,NA,NA,NA,error - dropped,,,,,,,
12/2/2021,8,D,8_D,18.5,73,6A1,1.2778,1.6297,0.3519,6A1,0.4155,0.4676,0.0521,NA,NA,NA,NA,NA,NA,0.404,14.80534243,NA,NA,NA,0.7845,0.035,1.891891892,used for dry weights and condition only,,,,,,,
12/2/2021,8,D,8_D,14.3,74,6A2,1.2699,1.4152,0.1453,6A2,0.4138,0.4347,0.0209,NA,NA,NA,NA,NA,NA,0.1662,14.38403304,NA,NA,NA,NA,NA,NA,error - dropped,,,,,,,
12/2/2021,8,D,8_D,13.3,75,6A3,1.2744,1.4201,0.1457,6A3,0.4147,0.4322,0.0175,NA,NA,NA,NA,NA,NA,0.1632,12.01098147,NA,NA,NA,NA,NA,NA,error - dropped,,,,,,,
12/2/2021,8,D,8_D,11.2,76,6A4,1.2704,1.3673,0.0969,6A4,0.4168,0.4289,0.0121,NA,NA,NA,NA,NA,NA,0.109,12.4871001,NA,NA,NA,0.5002,0.0256,2.285714286,used for dry weights and condition only,,,,,,,
12/2/2021,8,D,8_D,11.1,77,6A5,1.2777,1.3625,0.0848,6A5,0.4109,0.4192,0.0083,NA,NA,NA,NA,NA,NA,0.0931,9.787735849,NA,NA,NA,NA,NA,NA,error - dropped,,,,,,,
12/2/2021,8,D,8_D,5.7,78,6A6,1.2901,1.2853,-0.0048,6A6,0.4119,0.4129,0.001,NA,NA,NA,NA,NA,NA,-0.0038,-20.83333333,NA,NA,NA,NA,NA,NA,"used for dry weights and condition only, negative",,,,,,,
12/2/2021,8,D,8_D,5.9,79,6A7,1.2689,1.2836,0.0147,6A7,0.415,0.4164,0.0014,NA,NA,NA,NA,NA,NA,0.0161,9.523809524,NA,NA,NA,NA,NA,NA,error - dropped,,,,,,,
12/2/2021,8,D,8_D,6.7,80,6A8,1.2804,1.2873,0.0069,6A8,0.4131,0.4139,0.0008,NA,NA,NA,NA,NA,NA,0.0077,11.5942029,NA,NA,NA,NA,NA,NA,error - dropped,,,,,,,
2/2/2022,7.5,A,7.5_A,14.9,81,81,1.2687,1.5134,0.2447,81,0.411,0.45,0.039,NA,NA,NA,NA,NA,NA,0.2837,15.93788312,NA,NA,NA,0.6535,0.0412,2.765100671,scallops used for RR and CR,,,,,,,
2/2/2022,7.5,B,7.5_B,13.6,82,82,1.2658,1.4405,0.1747,82,0.4082,0.4405,0.0323,NA,NA,NA,NA,NA,NA,0.207,18.48883801,NA,NA,NA,0.5835,0.0317,2.330882353,scallops used for RR and CR,,,,,,,
2/2/2022,7.5,C,7.5_C,14,83,83,1.2766,1.4782,0.2016,83,0.4175,0.4452,0.0277,NA,NA,NA,NA,NA,NA,0.2293,13.74007937,NA,NA,NA,0.6177,0.0291,2.078571429,scallops used for RR and CR,,,,,,,
2/2/2022,8,A,8_A,14.35,84,84,1.2599,1.4786,0.2187,84,0.4141,0.4476,0.0335,NA,NA,NA,NA,NA,NA,0.2522,15.31778692,NA,NA,NA,0.619,0.0473,3.296167247,scallops used for RR and CR,,,,,,,
2/2/2022,8,B,8_B,13.8,85,85,1.2857,1.4943,0.2086,85,0.4145,0.448,0.0335,NA,NA,NA,NA,NA,NA,0.2421,16.05944391,NA,NA,NA,0.6286,0.028,2.028985507,scallops used for RR and CR,,,,,,,
2/2/2022,8,C,8_C,14.4,86,86,1.2563,1.4615,0.2052,86,0.4095,0.443,0.0335,NA,NA,NA,NA,NA,NA,0.2387,16.32553606,NA,NA,NA,0.6212,0.027,1.875,scallops used for RR and CR,,,,,,,
2/2/2022,7.5,H,7.5_H,14.6,87,87,1.2937,1.4972,0.2035,87,0.4138,0.4457,0.0319,NA,NA,NA,NA,NA,NA,0.2354,15.67567568,NA,NA,NA,0.62,0.0292,2,"used for dry weights and condition only, hemolymph extraction attempted",,,,,,,
2/2/2022,7.5,D,7.5_D,14.75,88,88,1.2738,1.479,0.2052,88,0.4121,0.4324,0.0203,NA,NA,NA,NA,NA,NA,0.2255,9.892787524,NA,NA,NA,0.6201,0.0175,1.186440678,scallops used for RR and CR,,,,,,,
2/2/2022,7.5,E,7.5_E,13.2,89,89,1.2711,1.4182,0.1471,89,0.4112,0.4376,0.0264,NA,NA,NA,NA,NA,NA,0.1735,17.94697485,NA,NA,NA,0.5629,0.0218,1.651515152,scallops used for RR and CR,,,,,,,
2/2/2022,7.5,F,7.5_F,13,90,90,1.2673,1.4323,0.165,90,0.4088,0.4361,0.0273,NA,NA,NA,NA,NA,NA,0.1923,16.54545455,NA,NA,NA,0.5757,0.0254,1.953846154,scallops used for RR and CR,,,,,,,
2/2/2022,8,D,8_D,14,91,91,1.2648,1.472,0.2072,91,0.4101,0.4455,0.0354,NA,NA,NA,NA,NA,NA,0.2426,17.08494208,NA,NA,NA,0.6197,0.033,2.357142857,scallops used for RR and CR,,,,,,,
2/2/2022,8,E,8_E,14.8,92,92,1.2783,1.5155,0.2372,92,0.4129,0.4511,0.0382,NA,NA,NA,NA,NA,NA,0.2754,16.10455312,NA,NA,NA,0.6533,0.035,2.364864865,scallops used for RR and CR,,,,,,,
2/2/2022,8,F,8_F,14.2,93,93,1.2638,1.4582,0.1944,93,0.4158,0.4513,0.0355,NA,NA,NA,NA,NA,NA,0.2299,18.26131687,NA,NA,NA,0.6148,0.0309,2.176056338,scallops used for RR and CR,,,,,,,
2/2/2022,7.5,B,7.5_B,13.5,94,94,1.2778,1.4364,0.1586,94,0.414,0.4405,0.0265,NA,NA,NA,NA,NA,NA,0.1851,16.70870113,NA,NA,NA,0.5758,0.0233,1.725925926,used for dry weights and condition only,,,,,,,
2/2/2022,7.5,A,7.5_A,13.7,95,95,1.2565,1.4474,0.1909,95,0.4091,0.4417,0.0326,NA,NA,NA,NA,NA,NA,0.2235,17.07700367,NA,NA,NA,0.6043,0.0283,2.065693431,used for dry weights and condition only,,,,,,,
2/2/2022,7.5,E,7.5_E,14.1,96,96,1.2757,1.4779,0.2022,96,0.4173,0.4525,0.0352,NA,NA,NA,NA,NA,NA,0.2374,17.40850643,NA,NA,NA,0.624,0.0307,2.177304965,used for dry weights and condition only,,,,,,,
2/2/2022,7.5,F,7.5_F,13.8,97,97,1.2812,1.4868,0.2056,97,0.411,0.4456,0.0346,NA,NA,NA,NA,NA,NA,0.2402,16.82879377,NA,NA,NA,0.624,0.0272,1.971014493,used for dry weights and condition only,,,,,,,
2/2/2022,7.5,G,7.5_G,13.65,98,98,1.2513,1.4525,0.2012,98,0.4126,0.4452,0.0326,NA,NA,NA,NA,NA,NA,0.2338,16.2027833,NA,NA,NA,0.5996,0.0468,3.428571429,used for dry weights and condition only,,,,,,,
2/2/2022,7.5,D,7.5_D,13.5,99,99,1.2656,1.4376,0.172,99,0.4108,0.4385,0.0277,NA,NA,NA,NA,NA,NA,0.1997,16.10465116,NA,NA,NA,0.5768,0.0337,2.496296296,used for dry weights and condition only,,,,,,,
2/2/2022,8,A,8_A,13.5,100,100,1.2872,1.4447,0.1575,100,0.4099,0.4407,0.0308,NA,NA,NA,NA,NA,NA,0.1883,19.55555556,NA,NA,NA,0.5872,0.011,0.814814815,used for dry weights and condition only,,,,,,,
2/2/2022,8,D,8_D,14.3,101,101,1.2705,1.4606,0.1901,101,0.4074,0.4409,0.0335,NA,NA,NA,NA,NA,NA,0.2236,17.62230405,NA,NA,NA,0.5932,0.0378,2.643356643,used for dry weights and condition only,,,,,,,
2/2/2022,8,B,8_B,14.4,102,102,1.2755,1.4849,0.2094,102,0.4108,0.4354,0.0246,NA,NA,NA,NA,NA,NA,0.234,11.747851,NA,NA,NA,0.608,0.0368,2.555555556,used for dry weights and condition only,,,,,,,
2/2/2022,8,E,8_E,13.7,103,103,1.2746,1.4399,0.1653,103,0.4141,0.4427,0.0286,NA,NA,NA,NA,NA,NA,0.1939,17.30187538,NA,NA,NA,0.5896,0.0184,1.343065693,used for dry weights and condition only,,,,,,,
2/2/2022,8,H,8_H,14.1,104,104,1.2718,1.4827,0.2109,104,0.4096,0.4435,0.0339,NA,NA,NA,NA,NA,NA,0.2448,16.07396871,NA,NA,NA,0.6156,0.0388,2.75177305,used for dry weights and condition only,,,,,,,
2/2/2022,8,G,8_G,14.1,105,105,1.28,1.4589,0.1789,105,0.4142,0.4469,0.0327,NA,NA,NA,NA,NA,NA,0.2116,18.2783678,NA,NA,NA,0.6075,0.0183,1.29787234,used for dry weights and condition only,,,,,,,
2/2/2022,8,F,8_F,13.2,106,106,1.2712,1.4527,0.1815,106,0.4146,0.4465,0.0319,NA,NA,NA,NA,NA,NA,0.2134,17.57575758,NA,NA,NA,0.6053,0.0227,1.71969697,"used for dry weights and condition only, hemolymph extraction attempted",,,,,,,
2/2/2022,8,G,8_G,14,107,107,1.2865,1.4379,0.1514,107,0.4162,0.4485,0.0323,NA,NA,NA,NA,NA,NA,0.1837,21.334214,NA,NA,NA,0.5829,0.017,1.214285714,scallops used for RR and CR,,,,,,,
2/2/2022,8,H,8_H,14,108,108,1.281,1.4816,0.2006,108,0.4127,0.4472,0.0345,NA,NA,NA,NA,NA,NA,0.2351,17.19840479,NA,NA,NA,0.638,0.0098,0.7,scallops used for RR and CR,,,,,,,
2/2/2022,8,C,8_C,14.8,109,109,1.2827,1.5155,0.2328,109,0.411,0.4507,0.0397,NA,NA,NA,NA,NA,NA,0.2725,17.0532646,NA,NA,NA,0.6488,0.0347,2.344594595,scallops used for RR and CR,,,,,,,
2/2/2022,7.5,G,7.5_G,14,110,110,1.2502,1.423,0.1728,110,0.4102,0.4464,0.0362,NA,NA,NA,NA,NA,NA,0.209,20.94907407,NA,NA,NA,0.5884,0.0308,2.2,scallops used for RR and CR,,,,,,,
2/2/2022,7.5,H,7.5_H,13.6,111,111,1.2639,1.4369,0.173,111,0.4121,0.4445,0.0324,NA,NA,NA,NA,NA,NA,0.2054,18.7283237,NA,NA,NA,0.5888,0.0287,2.110294118,scallops used for RR and CR,,,,,,,
2/2/2022,7.5,C,7.5_C,15.1,112,112,1.2554,1.4935,0.2381,112,0.4148,0.4572,0.0424,NA,NA,NA,NA,NA,NA,0.2805,17.80764385,NA,NA,NA,0.6575,0.0378,2.503311258,scallops used for RR and CR,,,,,,,
2/28/2022,8,A,8_A,19.4,113,113,1.2607,1.8549,0.5942,113,0.4149,0.5123,0.0974,NA,NA,NA,NA,NA,NA,0.6916,16.39178728,NA,NA,NA,1.0219,0.0846,4.360824742,used for dry weights and condition only,,,,,,,
2/28/2022,8,A,8_A,20.2,114,114,1.2509,2.0208,0.7699,114,0.4094,0.5276,0.1182,NA,NA,NA,NA,NA,NA,0.8881,15.3526432,NA,NA,NA,1.199,0.0985,4.876237624,used for dry weights and condition only,,,,,,,
2/28/2022,8,A,8_A,21.25,115,115,1.2661,2.1792,0.9131,115,0.4163,0.5527,0.1364,NA,NA,NA,NA,NA,NA,1.0495,14.93812288,NA,NA,NA,1.3493,0.1165,5.482352941,used for dry weights and condition only,,,,,,,
2/28/2022,8,A,8_A,18.1,116,116,1.2513,1.8049,0.5536,116,0.4115,0.5062,0.0947,NA,NA,NA,NA,NA,NA,0.6483,17.10621387,NA,NA,NA,0.9785,0.0813,4.491712707,used for dry weights and condition only,,,,,,,
2/28/2022,8,A,8_A,16.5,117,117,1.2635,1.6837,0.4202,117,0.4072,0.4724,0.0652,NA,NA,NA,NA,NA,NA,0.4854,15.51642075,NA,NA,NA,0.8347,0.0579,3.509090909,used for dry weights and condition only,,,,,,,
2/28/2022,8,B,8_B,15.8,118,118,1.274,1.6064,0.3324,118,0.4102,0.4671,0.0569,NA,NA,NA,NA,NA,NA,0.3893,17.1179302,NA,NA,NA,0.7494,0.0501,3.170886076,used for dry weights and condition only,,,,,,,
2/28/2022,8,B,8_B,18.6,119,119,1.2656,1.7466,0.481,119,0.4206,0.5006,0.08,NA,NA,NA,NA,NA,NA,0.561,16.63201663,NA,NA,NA,0.9137,0.0679,3.650537634,used for dry weights and condition only,,,,,,,
2/28/2022,8,B,8_B,18,120,120,1.2529,1.7607,0.5078,120,0.4079,0.4867,0.0788,NA,NA,NA,NA,NA,NA,0.5866,15.51792044,NA,NA,NA,0.9252,0.0693,3.85,used for dry weights and condition only,,,,,,,
2/28/2022,8,B,8_B,18.1,121,121,1.2836,1.8298,0.5462,121,0.4123,0.4962,0.0839,NA,NA,NA,NA,NA,NA,0.6301,15.36067375,NA,NA,NA,0.9711,0.0713,3.939226519,used for dry weights and condition only,,,,,,,
2/28/2022,8,B,8_B,16.9,122,122,1.2574,1.6298,0.3724,122,0.4112,0.4626,0.0514,NA,NA,NA,NA,NA,NA,0.4238,13.80236305,NA,NA,NA,0.7907,0.0443,2.621301775,used for dry weights and condition only,,,,,,,
3/2/2022,7.5,B,7.5_B,21.9,123,123,1.2511,2.0494,0.7983,123,0.4162,0.5684,0.1522,NA,NA,NA,NA,NA,NA,0.9505,19.06551422,NA,NA,NA,1.2442,0.1225,5.593607306,"scallops used for RR - first run of 7.5 B, not used for BD",,,,,,,
3/2/2022,8,A,8_A,21.25,124,124,1.2461,2.0287,0.7826,124,0.414,0.5389,0.1249,NA,NA,NA,NA,NA,NA,0.9075,15.95962177,NA,NA,NA,1.2157,0.1058,4.978823529,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,8,B,8_B,23.5,125,125,1.2578,2.3547,1.0969,125,0.421,0.6423,0.2213,NA,NA,NA,NA,NA,NA,1.3182,20.17503875,NA,NA,NA,1.5567,0.1825,7.765957447,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,8,C,8_C,22.25,126,126,1.2626,2.0624,0.7998,126,0.4175,0.578,0.1605,NA,NA,NA,NA,NA,NA,0.9603,20.06751688,NA,NA,NA,1.2484,0.1294,5.815730337,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,8,D,8_D,21.1,127,127,1.2568,1.9699,0.7131,127,0.4124,0.5287,0.1163,NA,NA,NA,NA,NA,NA,0.8294,16.30907306,NA,NA,NA,1.1461,0.0957,4.535545024,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,8,F,8_F,20.6,128,128,1.2646,2.0139,0.7493,128,0.4095,0.542,0.1325,NA,NA,NA,NA,NA,NA,0.8818,17.68317096,NA,NA,NA,1.1799,0.1114,5.40776699,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,7.5,D,7.5_D,22.9,129,129,1.2543,2.176,0.9217,129,0.4121,0.5929,0.1808,NA,NA,NA,NA,NA,NA,1.1025,19.61592709,NA,NA,NA,1.3649,0.1497,6.537117904,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,7.5,A,7.5_A,23.8,130,130,1.2542,2.2558,1.0016,130,0.4095,0.6208,0.2113,NA,NA,NA,NA,NA,NA,1.2129,21.09624601,NA,NA,NA,1.453,0.1694,7.117647059,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,8,G,8_G,22.1,131,131,1.2555,2.0239,0.7684,131,0.4136,0.5306,0.117,NA,NA,NA,NA,NA,NA,0.8854,15.22644456,NA,NA,NA,1.208,0.091,4.117647059,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,7.5,F,7.5_F,21.9,132,132,1.2491,1.9887,0.7396,132,0.4114,0.568,0.1566,NA,NA,NA,NA,NA,NA,0.8962,21.17360736,NA,NA,NA,1.1879,0.1197,5.465753425,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,7.5,E,7.5_E,23,133,133,1.2931,2.2974,1.0043,133,0.4137,0.6221,0.2084,NA,NA,NA,NA,NA,NA,1.2127,20.75077168,NA,NA,NA,1.4689,0.1575,6.847826087,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,8,E,8_E,23,134,134,1.263,2.0299,0.7669,134,0.4146,0.5245,0.1099,NA,NA,NA,NA,NA,NA,0.8768,14.33042118,NA,NA,NA,1.2086,0.0828,3.6,scallops used for RR and BD - first run of 8 E not used for BD,,,,,,,
3/2/2022,8,H,8_H,19.4,135,135,1.2864,1.9441,0.6577,135,0.4141,0.5291,0.115,NA,NA,NA,NA,NA,NA,0.7727,17.48517561,NA,NA,NA,1.0958,0.091,4.690721649,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,8,C,8_C,22.65,136,136,1.2558,1.9885,0.7327,136,0.4136,0.5635,0.1499,NA,NA,NA,NA,NA,NA,0.8826,20.45857786,NA,NA,NA,1.1782,0.118,5.209713024,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,7.5,H,7.5_H,20.2,137,137,1.2682,1.9708,0.7026,137,0.4169,0.5336,0.1167,NA,NA,NA,NA,NA,NA,0.8193,16.60973527,NA,NA,NA,1.1597,0.0765,3.787128713,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,7.5,G,7.5_G,22.25,138,138,1.2911,2.0616,0.7705,138,0.4162,0.5662,0.15,NA,NA,NA,NA,NA,NA,0.9205,19.467878,NA,NA,NA,1.2375,0.0992,4.458426966,depurated for RR and BD BUT used for dry weights and condition only,,,,,,,
3/2/2022,8,A,8_A,20.2,139,139,1.2544,1.9092,0.6548,139,0.4139,0.5402,0.1263,NA,NA,NA,NA,NA,NA,0.7811,19.28833232,NA,NA,NA,1.0784,0.1166,5.772277228,scallops used for RR and BD,,,,,,,
3/2/2022,8,B,8_B,20.35,140,140,1.2639,1.8847,0.6208,140,0.4121,0.4924,0.0803,NA,NA,NA,NA,NA,NA,0.7011,12.93492268,NA,NA,NA,1.0416,0.0716,3.518427518,scallops used for RR and BD,,,,,,,
3/2/2022,8,C,8_C,21.9,141,141,1.2669,2.1112,0.8443,141,0.4159,0.5706,0.1547,NA,NA,NA,NA,NA,NA,0.999,18.32287102,NA,NA,NA,1.2646,0.1503,6.863013699,scallops used for RR and BD,,,,,,,
3/2/2022,8,D,8_D,23.9,142,142,1.2764,2.2557,0.9793,142,0.4194,0.6154,0.196,NA,NA,NA,NA,NA,NA,1.1753,20.01429593,NA,NA,NA,1.4204,0.1743,7.292887029,scallops used for RR and BD,,,,,,,
3/2/2022,8,E,8_E,21,143,143,1.2627,1.8965,0.6338,143,0.4102,0.5277,0.1175,NA,NA,NA,NA,NA,NA,0.7513,18.53897128,NA,NA,NA,1.0544,0.1071,5.1,scallops used for RR and BD,,,,,,,
3/2/2022,8,F,8_F,23.7,144,144,1.2511,2.3287,1.0776,144,0.4149,0.6075,0.1926,NA,NA,NA,NA,NA,NA,1.2702,17.87305122,NA,NA,NA,1.5089,0.1762,7.434599156,scallops used for RR and BD,,,,,,,
3/2/2022,8,G,8_G,21.2,145,145,1.269,2.0401,0.7711,145,0.4206,0.5626,0.142,NA,NA,NA,NA,NA,NA,0.9131,18.41525094,NA,NA,NA,1.2047,0.129,6.08490566,scallops used for RR and BD,,,,,,,
3/2/2022,8,H,8_H,22.05,146,146,1.2665,2.1484,0.8819,146,0.415,0.5555,0.1405,NA,NA,NA,NA,NA,NA,1.0224,15.93151151,NA,NA,NA,1.3062,0.1312,5.950113379,scallops used for RR and BD,,,,,,,
3/2/2022,7.5,A,7.5_A,22.2,147,147,1.2833,2.1205,0.8372,147,0.41,0.5863,0.1763,NA,NA,NA,NA,NA,NA,1.0135,21.05828954,NA,NA,NA,1.258,0.1655,7.454954955,scallops used for RR and BD,,,,,,,
3/2/2022,7.5,B,7.5_B,21.35,148,148,1.2529,2.0331,0.7802,148,0.4129,0.5565,0.1436,NA,NA,NA,NA,NA,NA,0.9238,18.40553704,NA,NA,NA,1.204,0.1327,6.215456674,scallops used for RR and BD,,,,,,,
3/2/2022,7.5,C,7.5_C,23.75,149,149,1.2466,2.2493,1.0027,149,0.4141,0.5862,0.1721,NA,NA,NA,NA,NA,NA,1.1748,17.16365812,NA,NA,NA,1.4329,0.156,6.568421053,scallops used for RR and BD,,,,,,,
3/2/2022,7.5,D,7.5_D,22.4,150,150,1.2586,2.201,0.9424,150,0.4099,0.6067,0.1968,NA,NA,NA,NA,NA,NA,1.1392,20.88285229,NA,NA,NA,1.3679,0.1812,8.089285714,scallops used for RR and BD,,,,,,,
3/2/2022,7.5,E,7.5_E,23.45,151,151,1.2864,2.3949,1.1085,151,0.4142,0.6137,0.1995,NA,NA,NA,NA,NA,NA,1.308,17.99729364,NA,NA,NA,1.5338,0.1884,8.034115139,scallops used for RR and BD,,,,,,,
3/2/2022,7.5,F,7.5_F,23.9,152,152,1.2588,2.363,1.1042,152,0.4148,0.6573,0.2425,NA,NA,NA,NA,NA,NA,1.3467,21.96160116,NA,NA,NA,1.5384,0.2231,9.334728033,scallops used for RR and BD,,,,,,,
3/2/2022,7.5,G,7.5_G,24.3,153,153,1.2593,2.3551,1.0958,153,0.4176,0.6657,0.2481,NA,NA,NA,NA,NA,NA,1.3439,22.64099288,NA,NA,NA,1.5319,0.2296,9.448559671,scallops used for RR and BD,,,,,,,
3/2/2022,7.5,H,7.5_H,23.5,154,154,1.2741,2.4981,1.224,154,0.417,0.6412,0.2242,NA,NA,NA,NA,NA,NA,1.4482,18.31699346,NA,NA,NA,1.6545,0.2107,8.965957447,scallops used for RR and BD,,,,,,,
2/28/2022,8,G,8_G,16.5,155,155,1.2608,1.6058,0.345,155,0.4088,0.4591,0.0503,NA,NA,NA,NA,NA,NA,0.3953,14.57971014,NA,NA,NA,0.7595,0.0446,2.703030303,used for dry weights and condition only,,,,,,,
2/28/2022,8,G,8_G,19.4,156,156,1.2563,1.8161,0.5598,156,0.4108,0.5009,0.0901,NA,NA,NA,NA,NA,NA,0.6499,16.09503394,NA,NA,NA,0.9806,0.0801,4.128865979,used for dry weights and condition only,,,,,,,
2/28/2022,8,G,8_G,21.4,157,157,1.2569,2.0983,0.8414,157,0.4118,0.5464,0.1346,NA,NA,NA,NA,NA,NA,0.976,15.99714761,NA,NA,NA,1.2612,0.1266,5.91588785,used for dry weights and condition only,,,,,,,
2/28/2022,8,G,8_G,15.35,158,158,1.2557,1.5866,0.3309,158,0.4111,0.4583,0.0472,NA,NA,NA,NA,NA,NA,0.3781,14.26412814,NA,NA,NA,0.7461,0.0431,2.80781759,used for dry weights and condition only,,,,,,,
