Date,Age_DPF,Treatment,Replicate,Length_mm,Length_um
11/9/2022,85,Low OA,C,11.88,11880
11/9/2022,85,Low OA,C,11.05,11050
11/9/2022,85,Low OA,C,8.43,8430
11/9/2022,85,Low OA,C,12.04,12040
11/9/2022,85,Low OA,C,9.32,9320
11/9/2022,85,Low OA,C,7.65,7650
11/9/2022,85,Low OA,C,7.94,7940
11/9/2022,85,Low OA,C,9.18,9180
11/9/2022,85,Low OA,C,10.79,10790
11/9/2022,85,Low OA,C,9.99,9990
11/9/2022,85,Low OA,C,7.9,7900
11/9/2022,85,Low OA,C,8.46,8460
11/9/2022,85,Low OA,C,6.63,6630
11/9/2022,85,Low OA,C,7.15,7150
11/9/2022,85,Low OA,C,6.59,6590
11/9/2022,85,Low OA,C,7.4,7400
11/9/2022,85,Low OA,C,7.43,7430
11/9/2022,85,Low OA,C,8.33,8330
11/9/2022,85,Low OA,C,7.55,7550
11/9/2022,85,Low OA,C,6.56,6560
11/9/2022,85,Low OA,C,6.64,6640
11/9/2022,85,Low OA,C,6.09,6090
11/9/2022,85,Low OA,C,5.06,5060
11/9/2022,85,Low OA,C,6.03,6030
11/9/2022,85,Low OA,C,3.36,3360
11/9/2022,85,Low OA,C,7.5,7500
11/9/2022,85,Low OA,C,5.57,5570
11/9/2022,85,Low OA,C,2.51,2510
11/9/2022,85,Low OA,C,2.2,2200
11/9/2022,85,Low OA,C,2.88,2880
11/9/2022,85,Low OA,C,2.53,2530
11/9/2022,85,Low OA,D,23.33,23330
11/9/2022,85,Low OA,D,21.41,21410
11/9/2022,85,Low OA,D,20.09,20090
11/9/2022,85,Low OA,D,21.78,21780
11/9/2022,85,Low OA,D,20.97,20970
11/9/2022,85,Low OA,D,21.15,21150
11/9/2022,85,Low OA,D,19.1,19100
11/9/2022,85,Low OA,D,17.06,17060
11/9/2022,85,Low OA,D,21.28,21280
11/9/2022,85,Low OA,D,15.51,15510
11/9/2022,85,Low OA,D,18.24,18240
11/9/2022,85,Low OA,D,18.98,18980
11/9/2022,85,Low OA,D,16.81,16810
11/9/2022,85,Low OA,D,20.9,20900
11/9/2022,85,Low OA,D,16.3,16300
11/9/2022,85,Low OA,D,17.2,17200
11/9/2022,85,Low OA,D,15.4,15400
11/9/2022,85,Low OA,D,16.38,16380
11/9/2022,85,Low OA,D,17.47,17470
11/9/2022,85,Low OA,D,16.81,16810
11/9/2022,85,Low OA,D,16.27,16270
11/9/2022,85,Low OA,D,20.93,20930
11/9/2022,85,Low OA,D,14.85,14850
11/9/2022,85,Low OA,D,16.43,16430
11/9/2022,85,Low OA,D,15.08,15080
11/9/2022,85,Low OA,D,9.68,9680
11/9/2022,85,Low OA,D,16.4,16400
11/9/2022,85,Low OA,D,17.46,17460
11/9/2022,85,Low OA,D,15.93,15930
11/9/2022,85,Low OA,D,16.69,16690
11/9/2022,85,Low OA,D,17.26,17260
11/9/2022,85,Low OA,D,15.38,15380
11/9/2022,85,Low OA,D,17.67,17670
11/9/2022,85,Low OA,D,13.18,13180
11/9/2022,85,Low OA,D,14.37,14370
11/9/2022,85,Low OA,D,14.97,14970
11/9/2022,85,Low OA,D,14.62,14620
11/9/2022,85,Low OA,D,14.83,14830
11/9/2022,85,Low OA,D,16.47,16470
11/9/2022,85,Low OA,D,16.27,16270
11/9/2022,85,Low OA,D,17.67,17670
11/9/2022,85,Low OA,D,12.64,12640
11/9/2022,85,Low OA,D,13.69,13690
11/9/2022,85,Low OA,D,14.76,14760
11/9/2022,85,Low OA,D,14.89,14890
11/9/2022,85,Low OA,D,14.53,14530
11/9/2022,85,Low OA,D,12.73,12730
11/9/2022,85,Low OA,D,15.76,15760
11/9/2022,85,Low OA,D,15.69,15690
11/9/2022,85,Low OA,D,14.68,14680
11/9/2022,85,Low OA,D,13.97,13970
11/9/2022,85,Low OA,D,14.28,14280
11/9/2022,85,Low OA,D,12.74,12740
11/9/2022,85,Low OA,D,12.5,12500
11/9/2022,85,Low OA,D,10.98,10980
11/9/2022,85,Low OA,D,14.21,14210
11/9/2022,85,Low OA,D,14.9,14900
11/9/2022,85,Low OA,D,12.79,12790
11/9/2022,85,Low OA,D,12.11,12110
11/9/2022,85,Low OA,D,14.86,14860
11/9/2022,85,Low OA,D,13.09,13090
11/9/2022,85,Low OA,D,13.75,13750
11/9/2022,85,Low OA,D,12.97,12970
11/9/2022,85,Low OA,D,12.42,12420
11/9/2022,85,Low OA,D,10.75,10750
11/9/2022,85,Low OA,D,10.01,10010
11/9/2022,85,Low OA,D,10.19,10190
11/9/2022,85,Low OA,D,10.52,10520
11/9/2022,85,Low OA,D,13.22,13220
11/9/2022,85,Low OA,D,11.22,11220
11/9/2022,85,Low OA,D,10.89,10890
11/9/2022,85,Low OA,D,8.86,8860
11/9/2022,85,Low OA,D,8.78,8780
11/9/2022,85,Low OA,D,8.45,8450
11/9/2022,85,Low OA,D,9.07,9070
11/9/2022,85,Low OA,D,11.47,11470
11/9/2022,85,Low OA,D,10.31,10310
11/9/2022,85,Low OA,D,9.48,9480
11/9/2022,85,Low OA,D,10.93,10930
11/9/2022,85,Low OA,D,8.8,8800
11/9/2022,85,Low OA,D,9.55,9550
11/9/2022,85,Low OA,D,7.43,7430
11/9/2022,85,Low OA,D,9.36,9360
11/9/2022,85,Low OA,D,12.99,12990
11/9/2022,85,Low OA,D,8.98,8980
11/9/2022,85,Low OA,D,7.37,7370
11/9/2022,85,Low OA,D,7.16,7160
11/9/2022,85,Low OA,D,6.11,6110
11/9/2022,85,Low OA,D,7.93,7930
11/9/2022,85,Low OA,D,7.43,7430
11/9/2022,85,Low OA,D,6.43,6430
11/9/2022,85,Low OA,D,7.05,7050
11/9/2022,85,Low OA,D,8.08,8080
11/9/2022,85,Low OA,D,7.2,7200
11/9/2022,85,Low OA,D,6.98,6980
11/9/2022,85,Low OA,D,5.09,5090
11/9/2022,85,Low OA,D,4.87,4870
11/9/2022,85,Low OA,D,4.57,4570
11/9/2022,85,Low OA,D,6.63,6630
11/9/2022,85,Low OA,D,4.08,4080
11/9/2022,85,Low OA,D,5.96,5960
11/9/2022,85,Low OA,D,3.95,3950
11/9/2022,85,Low OA,D,4.29,4290
11/9/2022,85,Low OA,D,4.52,4520
11/9/2022,85,Low OA,D,7.34,7340
11/9/2022,85,Low OA,D,3.91,3910
11/9/2022,85,Low OA,D,4.04,4040
11/9/2022,85,Low OA,D,4.27,4270
11/9/2022,85,Low OA,D,2.91,2910
11/9/2022,85,Moderate OA,A,21.34,21340
11/9/2022,85,Moderate OA,A,22.1,22100
11/9/2022,85,Moderate OA,A,22.31,22310
11/9/2022,85,Moderate OA,A,21.45,21450
11/9/2022,85,Moderate OA,A,18.92,18920
11/9/2022,85,Moderate OA,A,19.87,19870
11/9/2022,85,Moderate OA,A,19,19000
11/9/2022,85,Moderate OA,A,17.97,17970
11/9/2022,85,Moderate OA,A,20.49,20490
11/9/2022,85,Moderate OA,A,17.81,17810
11/9/2022,85,Moderate OA,A,17.18,17180
11/9/2022,85,Moderate OA,A,17.22,17220
11/9/2022,85,Moderate OA,A,19.36,19360
11/9/2022,85,Moderate OA,A,20.02,20020
11/9/2022,85,Moderate OA,A,14.49,14490
11/9/2022,85,Moderate OA,A,19.38,19380
11/9/2022,85,Moderate OA,A,15.34,15340
11/9/2022,85,Moderate OA,A,15.31,15310
11/9/2022,85,Moderate OA,A,17.95,17950
11/9/2022,85,Moderate OA,A,15.59,15590
11/9/2022,85,Moderate OA,A,15.09,15090
11/9/2022,85,Moderate OA,A,18.86,18860
11/9/2022,85,Moderate OA,A,19.55,19550
11/9/2022,85,Moderate OA,A,22.73,22730
11/9/2022,85,Moderate OA,A,22.04,22040
11/9/2022,85,Moderate OA,A,17.54,17540
11/9/2022,85,Moderate OA,A,14.92,14920
11/9/2022,85,Moderate OA,A,12.19,12190
11/9/2022,85,Moderate OA,A,13.3,13300
11/9/2022,85,Moderate OA,A,18.77,18770
11/9/2022,85,Moderate OA,A,14.09,14090
11/9/2022,85,Moderate OA,A,17.31,17310
11/9/2022,85,Moderate OA,A,20.62,20620
11/9/2022,85,Moderate OA,A,16.87,16870
11/9/2022,85,Moderate OA,A,20.21,20210
11/9/2022,85,Moderate OA,A,17.74,17740
11/9/2022,85,Moderate OA,A,20.81,20810
11/9/2022,85,Moderate OA,A,15.16,15160
11/9/2022,85,Moderate OA,A,11.87,11870
11/9/2022,85,Moderate OA,A,10.77,10770
11/9/2022,85,Moderate OA,A,12.5,12500
11/9/2022,85,Moderate OA,A,12.55,12550
11/9/2022,85,Moderate OA,A,17.97,17970
11/9/2022,85,Moderate OA,A,12.4,12400
11/9/2022,85,Moderate OA,A,16.33,16330
11/9/2022,85,Moderate OA,A,13.99,13990
11/9/2022,85,Moderate OA,A,9.68,9680
11/9/2022,85,Moderate OA,A,11.57,11570
11/9/2022,85,Moderate OA,A,16.38,16380
11/9/2022,85,Moderate OA,A,10.67,10670
11/9/2022,85,Moderate OA,A,14.32,14320
11/9/2022,85,Moderate OA,A,13.35,13350
11/9/2022,85,Moderate OA,A,12.69,12690
11/9/2022,85,Moderate OA,A,13.43,13430
11/9/2022,85,Moderate OA,A,17.25,17250
11/9/2022,85,Moderate OA,A,17.4,17400
11/9/2022,85,Moderate OA,A,10.03,10030
11/9/2022,85,Moderate OA,A,4.81,4810
11/9/2022,85,Moderate OA,A,5.89,5890
11/9/2022,85,Moderate OA,A,15.49,15490
11/9/2022,85,Moderate OA,A,18.18,18180
11/9/2022,85,Moderate OA,A,11.41,11410
11/9/2022,85,Moderate OA,A,15.21,15210
11/9/2022,85,Moderate OA,A,13.35,13350
11/9/2022,85,Moderate OA,A,14.87,14870
11/9/2022,85,Moderate OA,A,16.16,16160
11/9/2022,85,Moderate OA,A,11.72,11720
11/9/2022,85,Moderate OA,A,15.34,15340
11/9/2022,85,Moderate OA,A,13.35,13350
11/9/2022,85,Moderate OA,A,12.38,12380
11/9/2022,85,Moderate OA,A,5.59,5590
11/9/2022,85,Moderate OA,A,12.68,12680
11/9/2022,85,Moderate OA,A,13.97,13970
11/9/2022,85,Moderate OA,A,15.17,15170
11/9/2022,85,Moderate OA,A,12.17,12170
11/9/2022,85,Moderate OA,A,11.3,11300
11/9/2022,85,Moderate OA,A,13.67,13670
11/9/2022,85,Moderate OA,A,7.36,7360
11/9/2022,85,Moderate OA,A,6.81,6810
11/9/2022,85,Moderate OA,A,7.28,7280
11/9/2022,85,Moderate OA,A,7.09,7090
11/9/2022,85,Moderate OA,A,5.06,5060
11/9/2022,85,Moderate OA,A,8.59,8590
11/9/2022,85,Moderate OA,A,9,9000
11/9/2022,85,Moderate OA,A,15.32,15320
11/9/2022,85,Moderate OA,A,16.67,16670
11/9/2022,85,Moderate OA,A,14.9,14900
11/9/2022,85,Moderate OA,A,13.24,13240
11/9/2022,85,Moderate OA,A,11.2,11200
11/9/2022,85,Moderate OA,A,6.87,6870
11/9/2022,85,Moderate OA,A,13.31,13310
11/9/2022,85,Moderate OA,A,7.6,7600
11/9/2022,85,Moderate OA,A,8.9,8900
11/9/2022,85,Moderate OA,A,11.21,11210
11/9/2022,85,Moderate OA,A,10.52,10520
11/9/2022,85,Moderate OA,A,9.06,9060
11/9/2022,85,Moderate OA,A,11.97,11970
11/9/2022,85,Moderate OA,A,13.21,13210
11/9/2022,85,Moderate OA,A,10.94,10940
11/9/2022,85,Moderate OA,A,8.12,8120
11/9/2022,85,Moderate OA,A,7.24,7240
11/9/2022,85,Moderate OA,A,8.92,8920
11/9/2022,85,Moderate OA,A,8.89,8890
11/9/2022,85,Moderate OA,A,7.78,7780
11/9/2022,85,Moderate OA,A,7.08,7080
11/9/2022,85,Moderate OA,A,3.86,3860
11/9/2022,85,Moderate OA,A,5.26,5260
11/9/2022,85,Moderate OA,A,10.02,10020
11/9/2022,85,Moderate OA,A,5.67,5670
11/9/2022,85,Moderate OA,A,7.1,7100
11/9/2022,85,Moderate OA,A,6.46,6460
11/9/2022,85,Moderate OA,A,4.01,4010
11/9/2022,85,Moderate OA,A,5.15,5150
11/9/2022,85,Moderate OA,A,4.1,4100
11/9/2022,85,Moderate OA,A,5.08,5080
11/9/2022,85,Moderate OA,B,21.31,21310
11/9/2022,85,Moderate OA,B,23.28,23280
11/9/2022,85,Moderate OA,B,23.59,23590
11/9/2022,85,Moderate OA,B,22.26,22260
11/9/2022,85,Moderate OA,B,21.14,21140
11/9/2022,85,Moderate OA,B,24.65,24650
11/9/2022,85,Moderate OA,B,19.81,19810
11/9/2022,85,Moderate OA,B,19.81,19810
11/9/2022,85,Moderate OA,B,21.33,21330
11/9/2022,85,Moderate OA,B,18.55,18550
11/9/2022,85,Moderate OA,B,22.51,22510
11/9/2022,85,Moderate OA,B,22.04,22040
11/9/2022,85,Moderate OA,B,14.73,14730
11/9/2022,85,Moderate OA,B,22.26,22260
11/9/2022,85,Moderate OA,B,15.94,15940
11/9/2022,85,Moderate OA,B,13.74,13740
11/9/2022,85,Moderate OA,B,16.94,16940
11/9/2022,85,Moderate OA,B,18.48,18480
11/9/2022,85,Moderate OA,B,22.2,22200
11/9/2022,85,Moderate OA,B,18.87,18870
11/9/2022,85,Moderate OA,B,19.98,19980
11/9/2022,85,Moderate OA,B,21.84,21840
11/9/2022,85,Moderate OA,B,18.1,18100
11/9/2022,85,Moderate OA,B,16.48,16480
11/9/2022,85,Moderate OA,B,14.6,14600
11/9/2022,85,Moderate OA,B,14.55,14550
11/9/2022,85,Moderate OA,B,13.83,13830
11/9/2022,85,Moderate OA,B,13.71,13710
11/9/2022,85,Moderate OA,B,16.93,16930
11/9/2022,85,Moderate OA,B,16.78,16780
11/9/2022,85,Moderate OA,B,21.22,21220
11/9/2022,85,Moderate OA,B,19.91,19910
11/9/2022,85,Moderate OA,B,21.1,21100
11/9/2022,85,Moderate OA,B,21.38,21380
11/9/2022,85,Moderate OA,B,15.3,15300
11/9/2022,85,Moderate OA,B,19.88,19880
11/9/2022,85,Moderate OA,B,18.6,18600
11/9/2022,85,Moderate OA,B,15.74,15740
11/9/2022,85,Moderate OA,B,20.06,20060
11/9/2022,85,Moderate OA,B,18.8,18800
11/9/2022,85,Moderate OA,B,15.01,15010
11/9/2022,85,Moderate OA,B,16.73,16730
11/9/2022,85,Moderate OA,B,20.39,20390
11/9/2022,85,Moderate OA,B,19.48,19480
11/9/2022,85,Moderate OA,B,20.25,20250
11/9/2022,85,Moderate OA,B,16.13,16130
11/9/2022,85,Moderate OA,B,15.81,15810
11/9/2022,85,Moderate OA,B,17.86,17860
11/9/2022,85,Moderate OA,B,20.96,20960
11/9/2022,85,Moderate OA,B,16.56,16560
11/9/2022,85,Moderate OA,B,16.1,16100
11/9/2022,85,Moderate OA,B,16.88,16880
11/9/2022,85,Moderate OA,B,15.89,15890
11/9/2022,85,Moderate OA,B,16.98,16980
11/9/2022,85,Moderate OA,B,15.99,15990
11/9/2022,85,Moderate OA,B,19.44,19440
11/9/2022,85,Moderate OA,B,18.15,18150
11/9/2022,85,Moderate OA,B,14.01,14010
11/9/2022,85,Moderate OA,B,14.76,14760
11/9/2022,85,Moderate OA,B,16.31,16310
11/9/2022,85,Moderate OA,B,16.01,16010
11/9/2022,85,Moderate OA,B,14.86,14860
11/9/2022,85,Moderate OA,B,14.32,14320
11/9/2022,85,Moderate OA,B,14.32,14320
11/9/2022,85,Moderate OA,B,13.53,13530
11/9/2022,85,Moderate OA,B,13.73,13730
11/9/2022,85,Moderate OA,B,10.62,10620
11/9/2022,85,Moderate OA,B,11,11000
11/9/2022,85,Moderate OA,B,9.34,9340
11/9/2022,85,Moderate OA,B,11.37,11370
11/9/2022,85,Moderate OA,B,12.95,12950
11/9/2022,85,Moderate OA,B,15.07,15070
11/9/2022,85,Moderate OA,B,11.9,11900
11/9/2022,85,Moderate OA,B,10.2,10200
11/9/2022,85,Moderate OA,B,12.86,12860
11/9/2022,85,Moderate OA,B,7.22,7220
11/9/2022,85,Moderate OA,B,10.62,10620
11/9/2022,85,Moderate OA,B,9.92,9920
11/9/2022,85,Moderate OA,B,9.39,9390
11/9/2022,85,Moderate OA,B,7.88,7880
11/9/2022,85,Moderate OA,B,6.97,6970
11/9/2022,85,Moderate OA,B,4.85,4850
11/9/2022,85,Moderate OA,B,7.53,7530
11/9/2022,85,Moderate OA,B,7.02,7020
11/9/2022,85,Moderate OA,B,7.3,7300
11/9/2022,85,Moderate OA,B,6.59,6590
11/9/2022,85,Moderate OA,B,6.04,6040
11/9/2022,85,Moderate OA,B,6.85,6850
11/9/2022,85,Moderate OA,B,6.42,6420
11/9/2022,85,Moderate OA,B,8.42,8420
11/9/2022,85,Moderate OA,B,6.4,6400
11/9/2022,85,Moderate OA,B,6.46,6460
11/9/2022,85,Moderate OA,B,4.49,4490
11/9/2022,85,Moderate OA,B,5.1,5100
11/9/2022,85,Moderate OA,B,6.48,6480
11/9/2022,85,Moderate OA,C,20.97,20970
11/9/2022,85,Moderate OA,C,18.96,18960
11/9/2022,85,Moderate OA,C,18.75,18750
11/9/2022,85,Moderate OA,C,17.17,17170
11/9/2022,85,Moderate OA,C,15.62,15620
11/9/2022,85,Moderate OA,C,20.25,20250
11/9/2022,85,Moderate OA,C,18.54,18540
11/9/2022,85,Moderate OA,C,18.74,18740
11/9/2022,85,Moderate OA,C,19.44,19440
11/9/2022,85,Moderate OA,C,16.13,16130
11/9/2022,85,Moderate OA,C,19.04,19040
11/9/2022,85,Moderate OA,C,17.61,17610
11/9/2022,85,Moderate OA,C,19.8,19800
11/9/2022,85,Moderate OA,C,14.12,14120
11/9/2022,85,Moderate OA,C,11.04,11040
11/9/2022,85,Moderate OA,C,21.39,21390
11/9/2022,85,Moderate OA,C,20.85,20850
11/9/2022,85,Moderate OA,C,17.92,17920
11/9/2022,85,Moderate OA,C,17.06,17060
11/9/2022,85,Moderate OA,C,13.88,13880
11/9/2022,85,Moderate OA,C,15.74,15740
11/9/2022,85,Moderate OA,C,22.04,22040
11/9/2022,85,Moderate OA,C,19.6,19600
11/9/2022,85,Moderate OA,C,17.53,17530
11/9/2022,85,Moderate OA,C,19.36,19360
11/9/2022,85,Moderate OA,C,19.87,19870
11/9/2022,85,Moderate OA,C,17.57,17570
11/9/2022,85,Moderate OA,C,19.73,19730
11/9/2022,85,Moderate OA,C,15.97,15970
11/9/2022,85,Moderate OA,C,16.27,16270
11/9/2022,85,Moderate OA,C,15.35,15350
11/9/2022,85,Moderate OA,C,16.75,16750
11/9/2022,85,Moderate OA,C,18.46,18460
11/9/2022,85,Moderate OA,C,15.69,15690
11/9/2022,85,Moderate OA,C,16.21,16210
11/9/2022,85,Moderate OA,C,16.25,16250
11/9/2022,85,Moderate OA,C,16.05,16050
11/9/2022,85,Moderate OA,C,16.43,16430
11/9/2022,85,Moderate OA,C,14.29,14290
11/9/2022,85,Moderate OA,C,17.04,17040
11/9/2022,85,Moderate OA,C,14.59,14590
11/9/2022,85,Moderate OA,C,13.43,13430
11/9/2022,85,Moderate OA,C,13.77,13770
11/9/2022,85,Moderate OA,C,13.39,13390
11/9/2022,85,Moderate OA,C,17.46,17460
11/9/2022,85,Moderate OA,C,15.77,15770
11/9/2022,85,Moderate OA,C,16.78,16780
11/9/2022,85,Moderate OA,C,15.22,15220
11/9/2022,85,Moderate OA,C,16.21,16210
11/9/2022,85,Moderate OA,C,15.6,15600
11/9/2022,85,Moderate OA,C,12.11,12110
11/9/2022,85,Moderate OA,C,11.19,11190
11/9/2022,85,Moderate OA,C,18.39,18390
11/9/2022,85,Moderate OA,C,17.82,17820
11/9/2022,85,Moderate OA,C,13.25,13250
11/9/2022,85,Moderate OA,C,14.16,14160
11/9/2022,85,Moderate OA,C,13.63,13630
11/9/2022,85,Moderate OA,C,15.77,15770
11/9/2022,85,Moderate OA,C,20.63,20630
11/9/2022,85,Moderate OA,C,18.14,18140
11/9/2022,85,Moderate OA,C,15.82,15820
11/9/2022,85,Moderate OA,C,14.21,14210
11/9/2022,85,Moderate OA,C,13.98,13980
11/9/2022,85,Moderate OA,C,13.48,13480
11/9/2022,85,Moderate OA,C,14.49,14490
11/9/2022,85,Moderate OA,C,15.64,15640
11/9/2022,85,Moderate OA,C,13.28,13280
11/9/2022,85,Moderate OA,C,12.58,12580
11/9/2022,85,Moderate OA,C,10.62,10620
11/9/2022,85,Moderate OA,C,13.37,13370
11/9/2022,85,Moderate OA,C,8.63,8630
11/9/2022,85,Moderate OA,C,13.58,13580
11/9/2022,85,Moderate OA,C,12.2,12200
11/9/2022,85,Moderate OA,C,12.37,12370
11/9/2022,85,Moderate OA,C,14.83,14830
11/9/2022,85,Moderate OA,C,12.59,12590
11/9/2022,85,Moderate OA,C,11.52,11520
11/9/2022,85,Moderate OA,C,14.58,14580
11/9/2022,85,Moderate OA,C,12.59,12590
11/9/2022,85,Moderate OA,C,13.52,13520
11/9/2022,85,Moderate OA,C,13.38,13380
11/9/2022,85,Moderate OA,C,16.49,16490
11/9/2022,85,Moderate OA,C,15.06,15060
11/9/2022,85,Moderate OA,C,10.57,10570
11/9/2022,85,Moderate OA,C,8.64,8640
11/9/2022,85,Moderate OA,C,10.81,10810
11/9/2022,85,Moderate OA,C,12.04,12040
11/9/2022,85,Moderate OA,C,9.42,9420
11/9/2022,85,Moderate OA,C,8.91,8910
11/9/2022,85,Moderate OA,C,11.5,11500
11/9/2022,85,Moderate OA,C,9.72,9720
11/9/2022,85,Moderate OA,C,8.05,8050
11/9/2022,85,Moderate OA,C,12.29,12290
11/9/2022,85,Moderate OA,C,8.52,8520
11/9/2022,85,Moderate OA,C,7.08,7080
11/9/2022,85,Moderate OA,C,8.56,8560
11/9/2022,85,Moderate OA,C,6.37,6370
11/9/2022,85,Moderate OA,C,9.17,9170
11/9/2022,85,Moderate OA,C,7.59,7590
11/9/2022,85,Moderate OA,C,9.26,9260
11/9/2022,85,Moderate OA,C,6.85,6850
11/9/2022,85,Moderate OA,C,6.34,6340
11/9/2022,85,Moderate OA,C,5.46,5460
11/9/2022,85,Moderate OA,C,6.25,6250
11/9/2022,85,Moderate OA,C,6.48,6480
11/9/2022,85,Moderate OA,C,2.69,2690
11/9/2022,85,Moderate OA,D,18.65,18650
11/9/2022,85,Moderate OA,D,17.92,17920
11/9/2022,85,Moderate OA,D,18.14,18140
11/9/2022,85,Moderate OA,D,16.81,16810
11/9/2022,85,Moderate OA,D,24.1,24100
11/9/2022,85,Moderate OA,D,23.92,23920
11/9/2022,85,Moderate OA,D,19.06,19060
11/9/2022,85,Moderate OA,D,19.18,19180
11/9/2022,85,Moderate OA,D,21.57,21570
11/9/2022,85,Moderate OA,D,23.72,23720
11/9/2022,85,Moderate OA,D,18.65,18650
11/9/2022,85,Moderate OA,D,18.36,18360
11/9/2022,85,Moderate OA,D,22.58,22580
11/9/2022,85,Moderate OA,D,20.5,20500
11/9/2022,85,Moderate OA,D,15.89,15890
11/9/2022,85,Moderate OA,D,18.97,18970
11/9/2022,85,Moderate OA,D,20.58,20580
11/9/2022,85,Moderate OA,D,14.74,14740
11/9/2022,85,Moderate OA,D,20.02,20020
11/9/2022,85,Moderate OA,D,18.84,18840
11/9/2022,85,Moderate OA,D,20.42,20420
11/9/2022,85,Moderate OA,D,20.65,20650
11/9/2022,85,Moderate OA,D,16.59,16590
11/9/2022,85,Moderate OA,D,19.34,19340
11/9/2022,85,Moderate OA,D,19.85,19850
11/9/2022,85,Moderate OA,D,23.46,23460
11/9/2022,85,Moderate OA,D,19.47,19470
11/9/2022,85,Moderate OA,D,18.23,18230
11/9/2022,85,Moderate OA,D,14.45,14450
11/9/2022,85,Moderate OA,D,24.11,24110
11/9/2022,85,Moderate OA,D,21.48,21480
11/9/2022,85,Moderate OA,D,19.4,19400
11/9/2022,85,Moderate OA,D,16.44,16440
11/9/2022,85,Moderate OA,D,17.5,17500
11/9/2022,85,Moderate OA,D,16.54,16540
11/9/2022,85,Moderate OA,D,14.56,14560
11/9/2022,85,Moderate OA,D,16.52,16520
11/9/2022,85,Moderate OA,D,14.29,14290
11/9/2022,85,Moderate OA,D,18.11,18110
11/9/2022,85,Moderate OA,D,16.59,16590
11/9/2022,85,Moderate OA,D,17.68,17680
11/9/2022,85,Moderate OA,D,19.77,19770
11/9/2022,85,Moderate OA,D,20.27,20270
11/9/2022,85,Moderate OA,D,18.33,18330
11/9/2022,85,Moderate OA,D,21.25,21250
11/9/2022,85,Moderate OA,D,17.77,17770
11/9/2022,85,Moderate OA,D,20.11,20110
11/9/2022,85,Moderate OA,D,17.29,17290
11/9/2022,85,Moderate OA,D,15.17,15170
11/9/2022,85,Moderate OA,D,19.35,19350
11/9/2022,85,Moderate OA,D,14.63,14630
11/9/2022,85,Moderate OA,D,15.62,15620
11/9/2022,85,Moderate OA,D,20.67,20670
11/9/2022,85,Moderate OA,D,15.94,15940
11/9/2022,85,Moderate OA,D,18.32,18320
11/9/2022,85,Moderate OA,D,15.04,15040
11/9/2022,85,Moderate OA,D,14.02,14020
11/9/2022,85,Moderate OA,D,17.19,17190
11/9/2022,85,Moderate OA,D,16.15,16150
11/9/2022,85,Moderate OA,D,16.45,16450
11/9/2022,85,Moderate OA,D,15.2,15200
11/9/2022,85,Moderate OA,D,16.81,16810
11/9/2022,85,Moderate OA,D,14,14000
11/9/2022,85,Moderate OA,D,13.95,13950
11/9/2022,85,Moderate OA,D,19.22,19220
11/9/2022,85,Moderate OA,D,14.52,14520
11/9/2022,85,Moderate OA,D,14.56,14560
11/9/2022,85,Moderate OA,D,14.88,14880
11/9/2022,85,Moderate OA,D,13.62,13620
11/9/2022,85,Moderate OA,D,18.44,18440
11/9/2022,85,Moderate OA,D,17.32,17320
11/9/2022,85,Moderate OA,D,17.17,17170
11/9/2022,85,Moderate OA,D,13.81,13810
11/9/2022,85,Moderate OA,D,13.86,13860
11/9/2022,85,Moderate OA,D,13.34,13340
11/9/2022,85,Moderate OA,D,10.11,10110
11/9/2022,85,Moderate OA,D,14.47,14470
11/9/2022,85,Moderate OA,D,15.55,15550
11/9/2022,85,Moderate OA,D,11.43,11430
11/9/2022,85,Moderate OA,D,10.67,10670
11/9/2022,85,Moderate OA,D,9.87,9870
11/9/2022,85,Moderate OA,D,14.81,14810
11/9/2022,85,Moderate OA,D,10.95,10950
11/9/2022,85,Moderate OA,D,10.72,10720
11/9/2022,85,Moderate OA,D,12.77,12770
11/9/2022,85,Moderate OA,D,12.33,12330
11/9/2022,85,Moderate OA,D,14.3,14300
11/9/2022,85,Moderate OA,D,13.68,13680
11/9/2022,85,Moderate OA,D,13.09,13090
11/9/2022,85,Moderate OA,D,9.37,9370
11/9/2022,85,Moderate OA,D,9.78,9780
11/9/2022,85,Moderate OA,D,9.23,9230
11/9/2022,85,Moderate OA,D,6.9,6900
11/9/2022,85,Moderate OA,D,7.63,7630
11/9/2022,85,Moderate OA,D,7.78,7780
11/9/2022,85,Moderate OA,D,6.34,6340
11/9/2022,85,Moderate OA,D,5.46,5460
11/9/2022,85,Moderate OA,D,7.36,7360
11/9/2022,85,Moderate OA,D,5.52,5520
11/9/2022,85,Moderate OA,D,6.04,6040
11/9/2022,85,Moderate OA,D,7.67,7670
11/9/2022,85,Moderate OA,D,3,3000
11/9/2022,85,Moderate OA,D,6.33,6330
11/9/2022,85,Moderate OA,D,4.52,4520
11/9/2022,85,Moderate OA,D,5.14,5140
11/9/2022,85,Moderate OA,D,5.94,5940
11/9/2022,85,Moderate OA,D,3.56,3560
11/9/2022,85,Moderate OA,D,5.27,5270
11/9/2022,85,Moderate OA,D,7.41,7410
11/9/2022,85,High OA,A,23.48,23480
11/9/2022,85,High OA,A,25.14,25140
11/9/2022,85,High OA,A,20.07,20070
11/9/2022,85,High OA,A,18.91,18910
11/9/2022,85,High OA,A,19.01,19010
11/9/2022,85,High OA,A,16.28,16280
